67	246	0.0	2
14	162	0.0	2
99	212	0.0	2
256	122	0.0	3
257	44	0.0	4
258	142	0.0	5
87	12	0.0	2
58	235	0.0	2
261	76	0.0	3
262	1	0.0	4
263	97	0.0	5
264	21	0.0	6
132	247	0.0	2
266	154	0.0	3
267	10	0.0	4
268	174	0.0	5
269	22	0.0	6
270	191	0.0	7
271	42	0.0	8
272	215	0.0	9
273	90	0.0	10
274	200	0.0	11
275	112	0.0	12
276	103	0.0	13
277	28	0.0	14
278	126	0.0	15
34	62	0.0	2
280	227	0.0	3
281	125	0.0	4
282	240	0.0	5
283	66	0.0	6
155	72	0.0	2
73	178	0.0	2
6	169	0.0	2
31	128	0.0	2
288	48	0.0	3
289	148	0.0	4
290	68	0.0	5
248	156	0.0	2
292	11	0.0	3
293	179	0.0	4
294	192	0.0	5
295	43	0.0	6
296	216	0.0	7
297	203	0.0	8
298	113	0.0	9
299	229	0.0	10
171	88	0.0	2
228	252	0.0	2
15	38	0.0	2
231	138	0.0	2
184	98	0.0	2
23	40	0.0	2
60	78	0.0	2
35	52	0.0	2
71	89	0.0	2
190	214	0.0	2
238	2	0.0	2
219	145	0.0	2
239	167	0.0	2
79	164	0.0	2
314	26	0.0	3
3	195	0.0	2
315	106	0.0	4
25	221	0.0	2
165	194	0.0	2
186	206	0.0	2
209	139	0.0	2
234	225	0.0	2
143	136	0.0	2
55	220	0.0	2
230	129	0.0	2
17	168	0.0	2
303	158	0.0714285714285714	3
327	183	0.0714285714285714	4
307	213	0.0714285714285714	3
329	237	0.0714285714285714	4
309	226	0.0714285714285714	3
331	251	0.0714285714285714	4
311	124	0.0714285714285714	3
333	144	0.0714285714285714	4
317	313	0.0714285714285714	6
335	316	0.0714285714285714	8
319	65	0.0714285714285714	3
337	84	0.0714285714285714	4
320	93	0.0714285714285714	3
339	121	0.0714285714285714	4
340	321	0.0714285714285714	6
322	116	0.0714285714285714	3
323	45	0.0714285714285714	3
342	59	0.0714285714285714	4
343	241	0.0714285714285714	4
328	302	0.07692307692307687	6
330	306	0.07692307692307687	6
332	308	0.07692307692307687	6
334	310	0.07692307692307687	6
338	312	0.07692307692307687	6
336	63	0.07692307692307687	9
351	341	0.07692307692307687	15
344	318	0.07692307692307687	6
260	36	0.09090909090909094	3
286	202	0.09090909090909094	3
287	196	0.09090909090909094	3
301	110	0.09090909090909094	3
135	205	0.09090909090909094	2
304	159	0.09090909090909094	3
102	163	0.09090909090909094	2
350	353	0.09090909090909094	12
325	207	0.09090909090909094	3
324	243	0.09090909090909094	3
326	188	0.09090909090909094	3
245	49	0.125	2
346	53	0.125	7
347	96	0.125	7
348	109	0.125	7
352	349	0.125	21
361	360	0.125	14
345	86	0.125	5
366	358	0.15384615384615385	9
369	370	0.15384615384615385	35
373	105	0.15384615384615385	36
371	253	0.15384615384615385	6
354	175	0.16666666666666663	4
285	176	0.16666666666666663	3
355	91	0.16666666666666663	4
356	29	0.16666666666666663	4
357	198	0.16666666666666663	4
362	363	0.16666666666666663	6
364	30	0.16666666666666663	4
279	265	0.19999999999999996	21
284	119	0.19999999999999996	7
378	57	0.19999999999999996	5
380	151	0.19999999999999996	5
359	210	0.19999999999999996	4
381	382	0.19999999999999996	10
259	140	0.2222222222222222	6
300	291	0.2222222222222222	15
147	108	0.2666666666666667	2
372	204	0.2666666666666667	10
367	0	0.2666666666666667	8
374	368	0.2666666666666667	43
392	120	0.2727272727272727	11
394	375	0.2727272727272727	49
376	95	0.3529411764705882	5
377	94	0.3529411764705882	4
379	41	0.3529411764705882	5
386	5	0.3529411764705882	6
387	244	0.3529411764705882	5
388	385	0.3529411764705882	15
365	64	0.375	3
170	130	0.375	2
404	197	0.375	3
236	80	0.375	2
393	181	0.375	9
396	395	0.375	60
249	111	0.375	2
409	104	0.375	3
37	137	0.375	2
411	217	0.375	3
397	182	0.38888888888888884	6
85	8	0.38888888888888884	2
18	118	0.38888888888888884	2
399	189	0.38888888888888884	6
400	146	0.38888888888888884	7
4	101	0.38888888888888884	2
402	398	0.38888888888888884	19
232	27	0.4	2
100	201	0.4	2
161	7	0.4	2
150	69	0.4	2
107	211	0.4	2
19	46	0.4	2
419	417	0.46153846153846156	26
418	20	0.4736842105263158	3
222	127	0.4736842105263158	2
428	391	0.47619047619047616	4
408	407	0.47619047619047616	69
383	384	0.5	28
16	32	0.5135135135135135	2
413	416	0.5135135135135135	12
208	123	0.5135135135135135	2
420	133	0.5135135135135135	3
389	56	0.5135135135135135	7
160	74	0.5135135135135135	2
187	92	0.5135135135135135	2
421	425	0.5135135135135135	4
403	406	0.5135135135135135	5
440	47	0.5217391304347826	6
433	117	0.5416666666666667	13
414	432	0.5416666666666667	4
426	442	0.5416666666666667	39
415	434	0.5416666666666667	4
441	401	0.5416666666666667	11
446	218	0.55	12
445	422	0.5714285714285714	6
405	410	0.5714285714285714	6
412	54	0.5714285714285714	4
439	438	0.6	6
447	429	0.6129032258064516	16
450	75	0.625	5
254	173	0.6363636363636364	3
255	134	0.6363636363636364	3
223	152	0.6666666666666667	2
456	9	0.6666666666666667	3
457	172	0.6666666666666667	4
458	33	0.6666666666666667	5
459	199	0.6666666666666667	6
